dataset,backend,vector,index,serial,parallel,absDiff,relDiff
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",9,0.01345804613083601,0.015141799114644527,0.0016837529838085175,0.12511125072982071
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",10,0.013650812208652496,0.015193712897598743,0.0015429006889462471,0.11302629216218267
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",11,0.013465659692883492,0.015127665363252163,0.0016620056703686714,0.12342549182696411
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",12,0.013254565186798573,0.015151556581258774,0.0018969913944602013,0.14311985098912092
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",13,0.013372252695262432,0.015202677808701992,0.0018304251134395599,0.13688233053568075
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",14,0.013437503017485142,0.0152903962880373,0.0018528932705521584,0.13788970079791887
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",15,0.013425133191049099,0.015327439643442631,0.0019023064523935318,0.14169739885052696
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",16,0.013473289087414742,0.015260945074260235,0.0017876559868454933,0.13268148373030339
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",17,0.013298545964062214,0.015212321653962135,0.0019137756898999214,0.14390864197271486
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",18,0.013579374179244041,0.015278722159564495,0.0016993479803204536,0.1251418480623277
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",19,0.013935180380940437,0.015369575470685959,0.0014343950897455215,0.1029333708308065
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",20,0.013654215261340141,0.015388935804367065,0.0017347205430269241,0.12704652078677306
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",21,0.013696501031517982,0.015360570512712002,0.0016640694811940193,0.12149595559951494
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",22,0.013489207252860069,0.015274838544428349,0.0017856312915682793,0.13237481329302567
